online_order,book_table,votes,location,approx_cost(for two people),listed_in(type),listed_in(city),cuisines_counts,rest_type_counts,Target
No,No,1156,Rajajinagar,200.0,Desserts,Malleshwaram,2,1,1
Yes,Yes,355,other,600.0,Desserts,Malleshwaram,3,2,1
Yes,No,629,other,450.0,Desserts,Malleshwaram,4,2,1
No,No,236,other,500.0,Desserts,Malleshwaram,1,1,1
Yes,No,154,Rajajinagar,500.0,Desserts,Malleshwaram,1,1,1
No,No,7,Rajajinagar,400.0,Desserts,Malleshwaram,1,1,0
Yes,No,7,Rajajinagar,200.0,Desserts,Malleshwaram,4,2,0
No,No,9,other,150.0,Desserts,Malleshwaram,2,1,0
No,No,9,Rajajinagar,350.0,Desserts,Malleshwaram,2,2,0
No,No,8,Rajajinagar,100.0,Desserts,Malleshwaram,1,1,0
No,No,10,Rajajinagar,300.0,Desserts,Malleshwaram,1,1,0
No,No,28,Rajajinagar,300.0,Desserts,Malleshwaram,1,1,0
No,No,9,other,150.0,Desserts,Malleshwaram,2,2,0
No,No,15,Rajajinagar,100.0,Desserts,Malleshwaram,2,1,0
No,No,13,other,300.0,Desserts,Malleshwaram,1,1,0
No,No,12,Rajajinagar,500.0,Desserts,Malleshwaram,2,1,0
Yes,No,35,Rajajinagar,500.0,Desserts,Malleshwaram,2,1,1
Yes,No,24,Rajajinagar,250.0,Desserts,Malleshwaram,2,1,0
No,Yes,1143,Malleshwaram,1100.0,Dine-out,Malleshwaram,2,1,1
No,No,4,Malleshwaram,1500.0,Dine-out,Malleshwaram,2,1,0
No,Yes,4767,Malleshwaram,2600.0,Dine-out,Malleshwaram,4,2,1
Yes,Yes,1940,Malleshwaram,2000.0,Dine-out,Malleshwaram,2,1,1
No,No,2316,Malleshwaram,1800.0,Dine-out,Malleshwaram,6,1,1
No,Yes,950,Malleshwaram,2000.0,Dine-out,Malleshwaram,2,1,1
No,Yes,1316,Malleshwaram,1300.0,Dine-out,Malleshwaram,1,1,1
No,Yes,563,Malleshwaram,2500.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,469,Malleshwaram,1200.0,Dine-out,Malleshwaram,3,2,1
Yes,Yes,1150,Malleshwaram,1700.0,Dine-out,Malleshwaram,1,1,1
Yes,Yes,6433,Malleshwaram,1400.0,Dine-out,Malleshwaram,5,2,1
Yes,No,935,Malleshwaram,700.0,Dine-out,Malleshwaram,2,1,1
Yes,No,785,Malleshwaram,1000.0,Dine-out,Malleshwaram,4,1,1
Yes,No,1731,Malleshwaram,1400.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,1099,Malleshwaram,1500.0,Dine-out,Malleshwaram,3,1,1
No,No,213,Malleshwaram,800.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,610,Malleshwaram,1000.0,Dine-out,Malleshwaram,1,1,1
No,No,775,Malleshwaram,1400.0,Dine-out,Malleshwaram,3,1,1
No,Yes,1070,Malleshwaram,950.0,Dine-out,Malleshwaram,2,1,1
Yes,No,69,Malleshwaram,500.0,Dine-out,Malleshwaram,1,1,1
Yes,No,272,Malleshwaram,600.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,662,Malleshwaram,1100.0,Dine-out,Malleshwaram,3,2,1
No,Yes,568,Malleshwaram,1000.0,Dine-out,Malleshwaram,2,1,1
No,No,485,Malleshwaram,1500.0,Dine-out,Malleshwaram,2,1,1
No,No,608,Malleshwaram,500.0,Dine-out,Malleshwaram,5,1,1
Yes,No,444,Malleshwaram,600.0,Dine-out,Malleshwaram,4,1,1
Yes,No,308,Malleshwaram,1200.0,Dine-out,Malleshwaram,4,1,1
Yes,No,127,Malleshwaram,100.0,Dine-out,Malleshwaram,1,1,1
No,No,730,Malleshwaram,1500.0,Dine-out,Malleshwaram,3,1,1
No,No,31,Malleshwaram,600.0,Dine-out,Malleshwaram,1,1,1
Yes,No,323,Malleshwaram,650.0,Dine-out,Malleshwaram,3,1,1
No,No,409,Malleshwaram,700.0,Dine-out,Malleshwaram,3,1,1
No,No,115,Malleshwaram,500.0,Dine-out,Malleshwaram,2,1,1
Yes,No,504,Malleshwaram,500.0,Dine-out,Malleshwaram,3,1,1
No,Yes,244,Malleshwaram,2500.0,Dine-out,Malleshwaram,3,1,1
No,Yes,401,Malleshwaram,1500.0,Dine-out,Malleshwaram,2,1,1
Yes,No,287,Malleshwaram,700.0,Dine-out,Malleshwaram,3,2,1
No,No,1187,Malleshwaram,1500.0,Dine-out,Malleshwaram,3,1,1
Yes,No,81,Malleshwaram,600.0,Dine-out,Malleshwaram,4,1,1
Yes,No,82,Malleshwaram,400.0,Dine-out,Malleshwaram,5,1,0
No,Yes,96,Malleshwaram,1100.0,Dine-out,Malleshwaram,3,1,0
Yes,No,340,Malleshwaram,750.0,Dine-out,Malleshwaram,2,1,0
No,No,18,Malleshwaram,200.0,Dine-out,Malleshwaram,1,1,1
Yes,Yes,166,Malleshwaram,1100.0,Dine-out,Malleshwaram,3,1,1
No,No,39,Malleshwaram,400.0,Dine-out,Malleshwaram,4,1,1
Yes,No,86,Malleshwaram,600.0,Dine-out,Malleshwaram,4,1,1
Yes,No,21,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,1
Yes,No,327,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,1
No,No,86,Malleshwaram,450.0,Dine-out,Malleshwaram,2,1,0
No,Yes,77,Malleshwaram,2000.0,Dine-out,Malleshwaram,1,2,0
Yes,No,136,Malleshwaram,450.0,Dine-out,Malleshwaram,5,1,0
No,No,17,Malleshwaram,300.0,Dine-out,Malleshwaram,2,2,0
Yes,No,250,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,1
Yes,No,46,Malleshwaram,700.0,Dine-out,Malleshwaram,3,1,1
Yes,No,98,Malleshwaram,550.0,Dine-out,Malleshwaram,4,1,0
Yes,No,72,Malleshwaram,500.0,Dine-out,Malleshwaram,4,1,1
Yes,No,9,Malleshwaram,500.0,Dine-out,Malleshwaram,3,2,0
No,No,10,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,0
No,No,175,Malleshwaram,600.0,Dine-out,Malleshwaram,2,1,0
Yes,No,61,Malleshwaram,800.0,Dine-out,Malleshwaram,4,1,0
No,No,7,Malleshwaram,1000.0,Dine-out,Malleshwaram,1,1,0
No,No,81,Malleshwaram,600.0,Dine-out,Malleshwaram,4,1,0
No,No,282,Malleshwaram,250.0,Dine-out,Malleshwaram,1,1,1
No,No,6,Malleshwaram,700.0,Dine-out,Malleshwaram,5,1,0
No,No,13,Malleshwaram,200.0,Dine-out,Malleshwaram,1,1,0
No,No,20,Malleshwaram,900.0,Dine-out,Malleshwaram,2,1,0
Yes,No,4408,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,1
Yes,No,1192,Malleshwaram,250.0,Dine-out,Malleshwaram,3,1,1
No,No,354,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,1
Yes,No,133,Malleshwaram,250.0,Dine-out,Malleshwaram,2,1,1
Yes,No,71,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,1
No,No,76,Malleshwaram,200.0,Dine-out,Malleshwaram,1,1,1
No,No,600,Malleshwaram,200.0,Dine-out,Malleshwaram,3,1,1
Yes,No,340,Malleshwaram,350.0,Dine-out,Malleshwaram,3,1,1
No,No,748,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,1
Yes,No,172,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,1
Yes,No,192,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,1
No,No,59,Malleshwaram,200.0,Dine-out,Malleshwaram,2,1,1
No,No,534,Malleshwaram,800.0,Dine-out,Malleshwaram,3,1,1
No,No,124,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,1
Yes,No,250,Malleshwaram,300.0,Dine-out,Malleshwaram,3,1,0
No,No,62,Malleshwaram,350.0,Dine-out,Malleshwaram,2,1,1
No,No,212,Malleshwaram,250.0,Dine-out,Malleshwaram,1,1,1
Yes,No,5,Malleshwaram,150.0,Dine-out,Malleshwaram,2,1,0
Yes,No,8,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,633,Malleshwaram,600.0,Dine-out,Malleshwaram,3,1,1
Yes,No,377,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,1
Yes,No,65,Malleshwaram,150.0,Dine-out,Malleshwaram,2,1,1
No,No,116,Malleshwaram,600.0,Dine-out,Malleshwaram,2,1,0
Yes,No,461,Malleshwaram,200.0,Dine-out,Malleshwaram,3,1,1
Yes,No,151,Malleshwaram,500.0,Dine-out,Malleshwaram,5,1,1
No,No,61,Malleshwaram,200.0,Dine-out,Malleshwaram,1,1,1
Yes,No,55,Malleshwaram,100.0,Dine-out,Malleshwaram,1,1,1
Yes,No,33,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,1
No,No,52,Malleshwaram,250.0,Dine-out,Malleshwaram,3,1,1
Yes,No,112,Malleshwaram,200.0,Dine-out,Malleshwaram,2,1,1
Yes,No,136,Malleshwaram,400.0,Dine-out,Malleshwaram,3,1,0
Yes,No,59,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,1
Yes,No,81,Malleshwaram,750.0,Dine-out,Malleshwaram,1,1,0
No,No,7,Malleshwaram,200.0,Dine-out,Malleshwaram,1,1,0
No,No,57,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,89,Malleshwaram,500.0,Dine-out,Malleshwaram,4,1,0
Yes,No,58,Malleshwaram,300.0,Dine-out,Malleshwaram,5,1,1
Yes,No,100,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,0
Yes,No,9,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,7,Malleshwaram,400.0,Dine-out,Malleshwaram,2,1,0
No,No,47,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,1
No,No,21,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,30,Malleshwaram,200.0,Dine-out,Malleshwaram,2,1,0
Yes,No,62,Malleshwaram,500.0,Dine-out,Malleshwaram,1,1,0
Yes,No,44,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,0
Yes,No,120,Malleshwaram,300.0,Dine-out,Malleshwaram,2,2,1
No,No,471,Malleshwaram,100.0,Dine-out,Malleshwaram,1,1,1
Yes,No,10,Malleshwaram,400.0,Dine-out,Malleshwaram,1,1,0
Yes,No,86,Malleshwaram,450.0,Dine-out,Malleshwaram,1,1,0
Yes,No,466,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,1
Yes,No,57,Malleshwaram,600.0,Dine-out,Malleshwaram,2,1,0
Yes,No,291,Malleshwaram,300.0,Dine-out,Malleshwaram,5,2,1
Yes,No,29,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
No,No,26,Malleshwaram,350.0,Dine-out,Malleshwaram,3,1,0
No,No,13,Malleshwaram,300.0,Dine-out,Malleshwaram,3,1,0
Yes,No,72,Malleshwaram,550.0,Dine-out,Malleshwaram,3,1,0
Yes,No,35,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
No,No,11,Malleshwaram,250.0,Dine-out,Malleshwaram,1,1,0
Yes,No,165,Malleshwaram,400.0,Dine-out,Malleshwaram,4,1,1
No,No,7,Malleshwaram,200.0,Dine-out,Malleshwaram,3,1,0
Yes,No,101,Malleshwaram,200.0,Dine-out,Malleshwaram,3,1,0
Yes,No,71,Malleshwaram,500.0,Dine-out,Malleshwaram,3,2,0
Yes,No,23,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
No,No,20,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,0
No,No,14,Malleshwaram,300.0,Dine-out,Malleshwaram,2,1,0
Yes,No,5,Malleshwaram,400.0,Dine-out,Malleshwaram,2,2,0
Yes,No,4,Malleshwaram,250.0,Dine-out,Malleshwaram,3,1,0
Yes,No,9,Malleshwaram,500.0,Dine-out,Malleshwaram,1,1,0
No,No,49,Malleshwaram,800.0,Dine-out,Malleshwaram,3,1,0
No,No,14,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,0
No,No,30,Malleshwaram,500.0,Dine-out,Malleshwaram,3,1,0
Yes,No,25,Malleshwaram,700.0,Dine-out,Malleshwaram,4,1,0
No,No,42,Malleshwaram,150.0,Dine-out,Malleshwaram,1,1,0
No,No,20,Malleshwaram,400.0,Dine-out,Malleshwaram,3,1,0
No,No,19,Malleshwaram,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,24,Malleshwaram,400.0,Dine-out,Malleshwaram,2,2,0
Yes,No,8,Malleshwaram,500.0,Dine-out,Malleshwaram,2,1,0
Yes,No,286,Malleshwaram,150.0,Dine-out,Malleshwaram,2,1,0
No,No,268,Malleshwaram,500.0,Dine-out,Malleshwaram,1,1,0
No,No,2127,other,1200.0,Dine-out,Malleshwaram,2,1,1
No,Yes,592,other,1200.0,Dine-out,Malleshwaram,1,1,1
No,Yes,174,other,1200.0,Dine-out,Malleshwaram,1,1,1
No,Yes,371,other,2400.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,514,other,1000.0,Dine-out,Malleshwaram,6,1,1
Yes,No,571,other,800.0,Dine-out,Malleshwaram,2,1,1
No,Yes,309,other,4100.0,Dine-out,Malleshwaram,5,1,1
No,Yes,358,other,1500.0,Dine-out,Malleshwaram,3,1,1
No,No,629,other,2000.0,Dine-out,Malleshwaram,1,1,1
Yes,Yes,672,other,900.0,Dine-out,Malleshwaram,1,1,1
No,Yes,413,other,5000.0,Dine-out,Malleshwaram,2,1,1
No,No,90,other,800.0,Dine-out,Malleshwaram,3,1,1
No,Yes,354,other,1400.0,Dine-out,Malleshwaram,3,1,1
No,Yes,344,other,3000.0,Dine-out,Malleshwaram,4,1,1
No,No,179,other,3000.0,Dine-out,Malleshwaram,2,2,1
No,No,481,other,1500.0,Dine-out,Malleshwaram,1,1,1
No,Yes,476,other,1000.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,532,other,1000.0,Dine-out,Malleshwaram,2,1,1
No,Yes,202,other,4000.0,Dine-out,Malleshwaram,1,1,1
No,No,273,other,2200.0,Dine-out,Malleshwaram,2,1,1
No,Yes,258,other,1800.0,Dine-out,Malleshwaram,2,1,1
No,No,42,other,1300.0,Dine-out,Malleshwaram,4,1,0
No,Yes,291,other,4000.0,Dine-out,Malleshwaram,1,1,1
No,Yes,432,other,1200.0,Dine-out,Malleshwaram,5,1,1
No,No,177,other,700.0,Dine-out,Malleshwaram,2,1,1
Yes,Yes,289,other,800.0,Dine-out,Malleshwaram,3,1,1
No,No,149,other,700.0,Dine-out,Malleshwaram,4,1,1
No,No,471,other,600.0,Dine-out,Malleshwaram,1,1,1
No,Yes,207,other,2200.0,Dine-out,Malleshwaram,2,1,1
No,Yes,187,other,2500.0,Dine-out,Malleshwaram,1,1,1
No,No,62,other,450.0,Dine-out,Malleshwaram,3,1,1
No,No,83,other,650.0,Dine-out,Malleshwaram,4,1,1
No,Yes,134,other,3700.0,Dine-out,Malleshwaram,3,1,1
Yes,No,134,other,700.0,Dine-out,Malleshwaram,4,1,1
Yes,No,280,other,600.0,Dine-out,Malleshwaram,4,1,1
No,No,60,other,750.0,Dine-out,Malleshwaram,4,1,0
No,No,35,other,600.0,Dine-out,Malleshwaram,3,1,1
Yes,No,19,other,500.0,Dine-out,Malleshwaram,3,1,0
No,No,47,other,2000.0,Dine-out,Malleshwaram,2,1,0
Yes,No,152,other,600.0,Dine-out,Malleshwaram,1,1,1
Yes,No,70,other,800.0,Dine-out,Malleshwaram,4,1,0
No,No,33,other,2500.0,Dine-out,Malleshwaram,1,1,0
No,No,21,other,700.0,Dine-out,Malleshwaram,3,1,0
No,No,35,other,800.0,Dine-out,Malleshwaram,3,2,0
No,No,28,other,1000.0,Dine-out,Malleshwaram,3,1,0
No,No,10,other,900.0,Dine-out,Malleshwaram,1,1,0
No,No,33,other,650.0,Dine-out,Malleshwaram,3,1,0
No,No,18,other,2000.0,Dine-out,Malleshwaram,3,1,0
Yes,No,43,other,600.0,Dine-out,Malleshwaram,2,1,0
No,No,14,other,300.0,Dine-out,Malleshwaram,3,1,0
No,No,39,other,550.0,Dine-out,Malleshwaram,4,1,0
No,No,24,other,400.0,Dine-out,Malleshwaram,2,2,1
No,No,27,other,1000.0,Dine-out,Malleshwaram,3,1,0
No,No,184,other,800.0,Dine-out,Malleshwaram,4,1,1
No,No,11,other,800.0,Dine-out,Malleshwaram,2,2,0
Yes,No,96,other,300.0,Dine-out,Malleshwaram,1,1,1
Yes,No,84,other,200.0,Dine-out,Malleshwaram,1,1,1
Yes,No,177,other,300.0,Dine-out,Malleshwaram,1,1,1
Yes,No,83,other,250.0,Dine-out,Malleshwaram,2,1,0
Yes,No,25,other,150.0,Dine-out,Malleshwaram,2,1,0
No,No,46,other,200.0,Dine-out,Malleshwaram,2,1,1
Yes,No,86,other,200.0,Dine-out,Malleshwaram,2,1,1
Yes,No,5,other,200.0,Dine-out,Malleshwaram,1,1,0
Yes,No,594,other,250.0,Dine-out,Malleshwaram,3,1,0
No,No,9,other,350.0,Dine-out,Malleshwaram,1,1,0
No,No,10,other,200.0,Dine-out,Malleshwaram,1,1,0
No,Yes,1042,Rajajinagar,1650.0,Dine-out,Malleshwaram,5,2,1
Yes,Yes,2315,Rajajinagar,1100.0,Dine-out,Malleshwaram,3,2,1
No,No,3953,other,1300.0,Dine-out,Malleshwaram,3,2,1
Yes,No,70,Rajajinagar,500.0,Dine-out,Malleshwaram,2,1,1
No,No,678,Rajajinagar,400.0,Dine-out,Malleshwaram,1,1,1
No,Yes,2711,New BEL Road,1200.0,Dine-out,Malleshwaram,4,2,1
No,Yes,409,other,1200.0,Dine-out,Malleshwaram,2,1,1
Yes,Yes,355,other,600.0,Dine-out,Malleshwaram,3,2,1
No,No,813,Rajajinagar,600.0,Dine-out,Malleshwaram,4,1,1
No,Yes,854,Rajajinagar,800.0,Dine-out,Malleshwaram,4,1,1
Yes,No,418,New BEL Road,700.0,Dine-out,Malleshwaram,2,1,1
No,Yes,168,other,1400.0,Dine-out,Malleshwaram,1,2,1
Yes,Yes,1033,other,850.0,Dine-out,Malleshwaram,3,1,1
No,No,156,other,300.0,Dine-out,Malleshwaram,3,1,1
Yes,Yes,675,Rajajinagar,900.0,Dine-out,Malleshwaram,2,1,1
Yes,No,1440,New BEL Road,650.0,Dine-out,Malleshwaram,5,1,1
Yes,Yes,426,Rajajinagar,1100.0,Dine-out,Malleshwaram,3,1,1
Yes,No,317,Rajajinagar,800.0,Dine-out,Malleshwaram,4,1,1
Yes,No,328,Rajajinagar,450.0,Dine-out,Malleshwaram,5,1,1
Yes,No,591,Rajajinagar,700.0,Dine-out,Malleshwaram,3,1,1
Yes,No,10,other,300.0,Dine-out,Malleshwaram,2,1,0
Yes,No,131,other,250.0,Dine-out,Malleshwaram,2,1,1
No,No,485,other,400.0,Dine-out,Malleshwaram,1,1,1
Yes,No,500,Rajajinagar,600.0,Dine-out,Malleshwaram,2,1,1
Yes,No,89,other,300.0,Dine-out,Malleshwaram,3,1,1
No,No,81,Rajajinagar,600.0,Dine-out,Malleshwaram,3,1,0
Yes,No,94,Rajajinagar,300.0,Dine-out,Malleshwaram,1,1,1
Yes,No,215,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,1
No,No,6,Rajajinagar,400.0,Dine-out,Malleshwaram,3,1,0
No,No,28,Rajajinagar,450.0,Dine-out,Malleshwaram,4,1,0
Yes,No,101,Rajajinagar,350.0,Dine-out,Malleshwaram,1,1,1
No,No,2,other,1100.0,Dine-out,Malleshwaram,1,2,0
No,No,18,Rajajinagar,750.0,Dine-out,Malleshwaram,1,1,0
Yes,No,589,Rajajinagar,600.0,Dine-out,Malleshwaram,4,1,0
Yes,Yes,56,Rajajinagar,900.0,Dine-out,Malleshwaram,5,1,0
Yes,No,44,Rajajinagar,650.0,Dine-out,Malleshwaram,3,1,0
Yes,No,17,Rajajinagar,200.0,Dine-out,Malleshwaram,2,1,0
Yes,No,6,Rajajinagar,200.0,Dine-out,Malleshwaram,4,1,0
Yes,No,5,Rajajinagar,200.0,Dine-out,Malleshwaram,2,1,0
Yes,No,5,other,450.0,Dine-out,Malleshwaram,3,1,0
Yes,No,178,Rajajinagar,500.0,Dine-out,Malleshwaram,4,1,0
No,No,4,Rajajinagar,300.0,Dine-out,Malleshwaram,3,1,0
Yes,No,51,Rajajinagar,300.0,Dine-out,Malleshwaram,3,1,1
Yes,No,13,other,250.0,Dine-out,Malleshwaram,3,1,0
Yes,No,19,other,700.0,Dine-out,Malleshwaram,2,1,0
Yes,No,63,Rajajinagar,350.0,Dine-out,Malleshwaram,1,1,1
Yes,No,9,Rajajinagar,350.0,Dine-out,Malleshwaram,1,1,0
Yes,No,343,Rajajinagar,350.0,Dine-out,Malleshwaram,3,1,1
Yes,No,294,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,0
No,No,7,Rajajinagar,150.0,Dine-out,Malleshwaram,1,1,0
Yes,No,23,other,450.0,Dine-out,Malleshwaram,2,1,0
Yes,No,29,Rajajinagar,350.0,Dine-out,Malleshwaram,2,1,0
Yes,No,88,Rajajinagar,200.0,Dine-out,Malleshwaram,2,1,0
Yes,No,397,Rajajinagar,450.0,Dine-out,Malleshwaram,1,1,1
Yes,No,10,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,0
No,No,68,Rajajinagar,450.0,Dine-out,Malleshwaram,2,1,0
Yes,No,87,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,1
No,No,7,other,700.0,Dine-out,Malleshwaram,3,1,0
Yes,No,23,other,350.0,Dine-out,Malleshwaram,1,1,0
Yes,No,349,Rajajinagar,600.0,Dine-out,Malleshwaram,5,1,0
No,No,4,other,100.0,Dine-out,Malleshwaram,1,1,0
No,No,15,Rajajinagar,700.0,Dine-out,Malleshwaram,5,1,0
Yes,No,73,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,0
No,No,36,Rajajinagar,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,24,other,200.0,Dine-out,Malleshwaram,1,1,0
No,No,27,other,750.0,Dine-out,Malleshwaram,2,1,0
No,No,31,Rajajinagar,500.0,Dine-out,Malleshwaram,2,1,0
No,No,53,other,750.0,Dine-out,Malleshwaram,2,1,1
No,No,6,Rajajinagar,700.0,Dine-out,Malleshwaram,2,1,0
No,No,5,Rajajinagar,550.0,Dine-out,Malleshwaram,3,1,0
No,No,5,Rajajinagar,300.0,Dine-out,Malleshwaram,2,1,0
Yes,No,4,Rajajinagar,450.0,Dine-out,Malleshwaram,4,1,0
Yes,No,2,other,1000.0,Dine-out,Malleshwaram,2,1,0
Yes,No,9,Rajajinagar,600.0,Dine-out,Malleshwaram,3,1,0
No,No,5,Rajajinagar,300.0,Dine-out,Malleshwaram,1,1,0
Yes,No,18,Rajajinagar,250.0,Dine-out,Malleshwaram,2,1,1
No,No,14,other,750.0,Dine-out,Malleshwaram,4,1,0
No,No,21,Rajajinagar,300.0,Dine-out,Malleshwaram,3,1,0
Yes,No,41,other,1400.0,Dine-out,Malleshwaram,5,1,0
No,No,27,Rajajinagar,200.0,Dine-out,Malleshwaram,1,1,1
Yes,No,75,Rajajinagar,300.0,Dine-out,Malleshwaram,3,1,0
Yes,No,4,Rajajinagar,400.0,Dine-out,Malleshwaram,2,1,0
No,No,4,Rajajinagar,400.0,Dine-out,Malleshwaram,1,1,0
No,No,35,Rajajinagar,100.0,Dine-out,Malleshwaram,1,1,0
Yes,No,39,other,550.0,Dine-out,Malleshwaram,3,1,0
No,No,4,Rajajinagar,150.0,Dine-out,Malleshwaram,3,1,0
No,No,4,Rajajinagar,400.0,Dine-out,Malleshwaram,1,1,0
No,No,5,Rajajinagar,300.0,Dine-out,Malleshwaram,1,1,0
No,No,4,Rajajinagar,100.0,Dine-out,Malleshwaram,1,1,0
No,No,8,other,200.0,Dine-out,Malleshwaram,1,1,0
Yes,No,7,other,200.0,Dine-out,Malleshwaram,2,1,0
No,No,22,Rajajinagar,200.0,Dine-out,Malleshwaram,1,1,0
Yes,No,266,Rajajinagar,250.0,Dine-out,Malleshwaram,2,1,1
No,No,4,Rajajinagar,250.0,Dine-out,Malleshwaram,2,1,0
Yes,No,8,Vasanth Nagar,350.0,Dine-out,Malleshwaram,1,1,0
Yes,No,209,Rajajinagar,450.0,Dine-out,Malleshwaram,3,1,1
Yes,No,28,Rajajinagar,300.0,Dine-out,Malleshwaram,3,1,0
Yes,No,22,Rajajinagar,300.0,Dine-out,Malleshwaram,2,1,0
Yes,No,141,Rajajinagar,400.0,Dine-out,Malleshwaram,4,1,0
No,Yes,2713,New BEL Road,1200.0,Drinks & nightlife,Malleshwaram,4,2,1
No,Yes,4768,Malleshwaram,2600.0,Drinks & nightlife,Malleshwaram,4,2,1
No,No,2318,Malleshwaram,1800.0,Drinks & nightlife,Malleshwaram,6,1,1
Yes,Yes,470,Malleshwaram,1200.0,Drinks & nightlife,Malleshwaram,3,2,1
Yes,No,1731,Malleshwaram,1400.0,Drinks & nightlife,Malleshwaram,3,1,1
No,No,775,Malleshwaram,1400.0,Drinks & nightlife,Malleshwaram,3,1,1
Yes,Yes,662,Malleshwaram,1100.0,Drinks & nightlife,Malleshwaram,3,2,1
No,No,731,Malleshwaram,1500.0,Drinks & nightlife,Malleshwaram,3,1,1
No,Yes,402,Malleshwaram,1500.0,Drinks & nightlife,Malleshwaram,2,1,1
No,Yes,96,Malleshwaram,1100.0,Drinks & nightlife,Malleshwaram,3,1,0
No,Yes,77,Malleshwaram,2000.0,Drinks & nightlife,Malleshwaram,1,2,0
No,No,630,other,2000.0,Drinks & nightlife,Malleshwaram,1,1,1
No,No,181,other,3000.0,Drinks & nightlife,Malleshwaram,2,2,1
No,No,481,other,1500.0,Drinks & nightlife,Malleshwaram,1,1,1
No,No,273,other,2200.0,Drinks & nightlife,Malleshwaram,2,1,1
No,No,33,other,2500.0,Drinks & nightlife,Malleshwaram,1,1,0
No,No,35,other,800.0,Drinks & nightlife,Malleshwaram,3,2,0
No,No,10,other,900.0,Drinks & nightlife,Malleshwaram,1,1,0
No,No,27,other,1000.0,Drinks & nightlife,Malleshwaram,3,1,0
No,No,11,other,800.0,Drinks & nightlife,Malleshwaram,2,2,0
No,Yes,1058,Rajajinagar,1650.0,Drinks & nightlife,Malleshwaram,5,2,1
No,No,2,other,1100.0,Drinks & nightlife,Malleshwaram,1,2,0
No,No,7,other,700.0,Drinks & nightlife,Malleshwaram,3,1,0
No,Yes,2713,New BEL Road,1200.0,Pubs and bars,Malleshwaram,4,2,1
Yes,Yes,2338,Rajajinagar,1100.0,Pubs and bars,Malleshwaram,3,2,1
Yes,Yes,470,Malleshwaram,1200.0,Pubs and bars,Malleshwaram,3,2,1
Yes,Yes,6440,Malleshwaram,1400.0,Pubs and bars,Malleshwaram,5,2,1
Yes,No,1731,Malleshwaram,1400.0,Pubs and bars,Malleshwaram,3,1,1
Yes,Yes,662,Malleshwaram,1100.0,Pubs and bars,Malleshwaram,3,2,1
No,No,731,Malleshwaram,1500.0,Pubs and bars,Malleshwaram,3,1,1
No,Yes,96,Malleshwaram,1100.0,Pubs and bars,Malleshwaram,3,1,0
No,Yes,77,Malleshwaram,2000.0,Pubs and bars,Malleshwaram,1,2,0
No,No,181,other,3000.0,Pubs and bars,Malleshwaram,2,2,1
No,Yes,187,other,2500.0,Pubs and bars,Malleshwaram,1,1,1
No,No,35,other,800.0,Pubs and bars,Malleshwaram,3,2,0
No,No,10,other,900.0,Pubs and bars,Malleshwaram,1,1,0
No,No,27,other,1000.0,Pubs and bars,Malleshwaram,3,1,0
No,No,11,other,800.0,Pubs and bars,Malleshwaram,2,2,0
